id,externalId,ExternalArticleSource,createdDate,isOffline,lastModified,lastModifier,title,body,phrasings/0,labels/0/id,labels/0/name,statistics/dislikes,statistics/likes
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",7E99F95E,Still needs backing up,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""gib"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",7EA0200E,Mop up,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""ggb"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""growth bonds"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""guaranteed"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""I am trying to open a growth bond"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""open 6% growth bond"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""open growth bond on line"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""I want to discuss opening growth bonds accounts"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
2068961992,,,2023-09-06 15:00:49,true,2023-12-15 15:22:23,Mark Westhorpe,I want to learn everything about Guaranteed Growth Bonds and Guaranteed Income Bonds,"{""title"":"""",""options"":[{""title"":""What is the Guaranteed Growth  Bonds interest rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964107772|What interest rate do the Guaranteed Growth Bonds have? ""},{""title"":""What is the Guaranteed Income Bonds Interest Rate?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1964106722|What interest rate does the Guaranteed Income Bonds have? ""},{""title"":""How can I buy Guaranteed Bonds?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1963796932|How do I buy the new Guaranteed Growth Bonds/Guaranteed Income Bonds ""},{""title"":""Can I switch from a current investment to a Guaranteed Bond?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068940022|Can I transfer my investment into a Guaranteed Bond ""},{""title"":""Can I top up my Guaranteed Bond? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2068965462|Can I top up a Guranteed Income / Growth Bond?""},{""title"":""Can I pay by bank transfer? "",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1975774122|Can I add to my Growth Bond by bank transfer?""},{""title"":""Can I invest for another adult"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069060332|I manage the savings of another adult, how can I buy on their behalf?""},{""title"":""How can i invest more that £99,999"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069064942|How can I invest more than £100K""},{""title"":""Why are the bonds only available online?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069065952|Why are the Guaranteed Bonds only available online? ""},{""title"":""How long will the bonds be on sale?"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069066542|How long will the Guaranteed Bonds be on sale?""},{""title"":""I have questions around cashing in Guaranteed Bonds."",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""2069068352|I have questions around cashing in Guaranteed Bonds""},{""title"":""Can I apply from overseas"",""kind"":""articleTitle"",""type"":""persist"",""events"":[],""content"":""1744522752|Can I invest with NS&I from overseas?""}],""content"":""<p>What would you like to know about Guaranteed Growth / Income Bonds today?&nbsp;</p>\n"",""isCTA"":true}","{""text"":""How long to open a growth bond account"",""autoComplete"":true,""negativeSample"":false,""entitiesMeta"":[]}",,,2,
